url,length_mi,elevation_gain_ft,estimated_time,route_type,description
https://www.alltrails.com/trail/us/colorado/fraser-river-canyon,1.2,236,0.5–1hr,out & back,"This route takes you along the Fraser River Canyon Trail on a steady decline until you reach the Fraser River, where you will enjoy some nice waterfront views. This is a popular fishing spot, so come prepared if you want to fish a little. Some sections of the trail can get steep and rocky, so wearing sturdy footwear is recommended."
https://www.alltrails.com/trail/us/colorado/golden-gate-canyon-loop--2,52.9,6305,,loop,"This is a great road bike route that will take you on a very long loop trip which circles around Golden Gate Canyon State Park and the White Ranch Open Space Park. With over 6,000 feet of elevation gain over 52 miles, this is not an easy ride, to say the least. Be ready for a very long workout and a very tough day."
https://www.alltrails.com/trail/us/colorado/government-trail,20.7,3651,10–11hr,out & back,"The Government trail begins at the trailhead behind the baseball fields near the Recreation Center in western Aspen. Hikers should cross the pedestrian bridge over Maroon Creek and follow signs for ""Government Trail"". This is a long route with some very formidable climbs, so be prepared for an intense and exhausting hike. Also, the trail closes during elk calving season. For more information, please visit: https://www.fs.usda.gov/recarea/whiteriver/recreation/hiking/recarea/?recid=40495&actid=50"
https://www.alltrails.com/trail/us/colorado/grizzly-lake-trail,7.4,1981,,out & back,"This trail has it all. From a gorgeous mountain lake  to sprawling wildflower meadows to snow-capped rocky peaks in the distance, this trail provides hikers with pretty much all the sights you wish for in a Colorado hiking trail. There's a ton of elevation gain on the way out to the lake, so be ready for an intense workout."
https://www.alltrails.com/trail/us/colorado/gross-reservoir-inlet-trail,2.4,593,1–1.5hr,out & back,This trail is closed. We'll update this page if and when it reopens.
https://www.alltrails.com/trail/us/colorado/homestead-ridge-top-loop,2,308,0.5–1hr,loop,"Head out on this 2.0-mile loop trail near Edwards, Colorado. Generally considered an easy route, it takes an average of 54 min to complete. This trail is great for cross-country skiing, hiking, and mountain biking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are May through October. Dogs are welcome and may be off-leash in some areas."
https://www.alltrails.com/trail/us/colorado/hunter-valley-loop,5,905,2.5–3hr,out & back,"This is a ""lollipop loop"" hike out along Hunter Valley Trail. Lollipop loops are trails which are mainly an out-and-back style hike but with a short loop at the end. This hike actually begins on Hunter Creek Trail, following that route briefly before becoming Hunter Valley Trail. The short loop begins at the turnaround point, when hikers begin the return trip on Hunter Valley North Trail for a while before rejoining Hunter Valley Trail."
https://www.alltrails.com/trail/us/colorado/ivy-creek-trail-805,24.5,4917,12.5–13.5hr,out & back,"This trail begins at the Ivy Creek Campground and ends at the Continental Divide Trail (#813) near South River Peak.  The trail cuts through a conifer forest for about a mile before entering a long open meadow and continuing along the creek (with multiple crossings) for about 4 miles.  The next mile climbs almost 1,000 feet out of the Ivy Creek drainage along switchbacks. After passing Fisher Mountain Trail (#891), the trail continues south through parks and groves past Goose Lake (which offers primitive camp sites) and Little Goose Lake, then passes Goose Creek Trail (#827) before climbing another quick 1,000 feet in one mile to reach its endpoint at the CDT."
https://www.alltrails.com/trail/us/colorado/knoll-willows-open-space,0.4,49,0.5–1hr,loop,"Located in downtown Estes Park, this 20-arce conservation easement permanently protects the open, natural character of it's wetlands, the Willows, and the rocky crest, the Knoll.  No pets or bicycles are permitted as the area is intended for passive recreation and education. The site includes two historic structures of Albert Birch, former city editor for the Denver Post.  The Ruins, a small, stone bungalow on the Knoll that was burned and The Cabin, a rustic log structure built right after the fire, down by the Willows.  Elk and bear are known to frequent the area."
https://www.alltrails.com/trail/us/colorado/kroenke-lake,8.4,1663,4.5–5hr,out & back,"This beautiful route takes you up to Kroenke Lake through the Horn Fork Basin. You'll begin climbing into the basin, eventually crossing North Cottonwood Creek. Kroenke Lake is a quaint, forested subalpine lake. The trail itself continues past the lake to Browns Pass, but this route takes you back to the trailhead after visiting the lake. This route is typically covered in deep snow between late October until June. It is best to explore this area during the summer months."
https://www.alltrails.com/trail/us/colorado/loch-lomond,4.7,905,2.5–3hr,out & back,"This route is a shared hiking and OHV route in the Rocky Mountains that culminates at Loch Lomond Lake. You'll need a high clearance 4WD vehicle to reach the lake on this road. High up on the Continental Divide, this trail offers excellent views of the surrounding wilderness area and is a great place to spot wildlife and season wildflowers. There is no parking allowed on Fall River Road or within the subdivisions. During winter months, the upper gate is often closed due to snow.

All vehicles on this trail must be either street-legal or registered annually through Colorado State Parks' OHV Registration Program. All motorized vehicles are restricted to open routes designated for their use. For more information, please visit: https://www.fs.usda.gov/detail/arp/maps-pubs/?cid=fsm91_058275"
https://www.alltrails.com/trail/us/colorado/long-house-trail,2.2,262,0.5–1hr,out & back,"This is not a publicly-accessible hike; it must be done as part of a group tour, guided by a ranger. There are tours annually through mid-October and there is a fee. Unlike other guided tours, this one is a full two hours long, but they spend a lot more time going into the details about the lifestyle of the amazing people who used to live here.

Dogs are allowed on the Long House Loop Trail, which makes up part of this route. Dogs are only allowed on trails that are marked as dog friendly within the Wetherill Mesa area. For more information, please visit: https://www.nps.gov/meve/planyourvisit/pets.htm"
https://www.alltrails.com/trail/us/colorado/loveland-recreational-trail,6.8,52,2–2.5hr,out & back,"Head out on this 6.8-mile out-and-back trail near Loveland, Colorado. Generally considered an easy route, it takes an average of 1 h 58 min to complete. This trail is great for road biking and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are February through November."
https://www.alltrails.com/trail/us/colorado/marble-point,4.4,2309,4–4.5hr,out & back,"This is a steep hike with spectacularly rewarding views of the Ragged Mountain Range. Start at Yule Creek trailhead. At about half mile at the Y, stay right until you reach a 4 way intersection (with Anthricite). Go straight and start climbing. Once you reach the ridge, follow the to the highest point; that is Marble Point. The ridge trail continues on to Raspberry Creek Loop at the second valley."
https://www.alltrails.com/trail/us/colorado/martin-lake,2.7,39,0.5–1hr,loop,"Explore this 2.7-mile loop trail near Walsenburg, Colorado. Generally considered an easy route, it takes an average of 48 min to complete. This trail is great for camping, fishing, and hiking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are April through October. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/colorado/meadows-trail,7.4,1181,3.5–4hr,out & back,"Head out on this 7.4-mile out-and-back trail near Rand, Colorado. Generally considered a moderately challenging route, it takes an average of 3 h 21 min to complete. This is a popular trail for birding, hiking, and snowshoeing, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/colorado/megan-lake,5.5,1847,3.5–4hr,out & back,"Explore this 5.5-mile out-and-back trail near Westcliffe, Colorado. Generally considered a challenging route, it takes an average of 3 h 31 min to complete. This trail is great for birding, hiking, and horseback riding, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are June through September. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/colorado/monument-creek-trail-715,7,1079,3–3.5hr,out & back,"Please avoid the administrative site at the Monument Fire Center, follow posted signs and park in designated areas.

Monument Creek flows north through the Front Range, around the north side of Raspberry Mtn, and down into the town of Monument, where it turns south, paralleling I-25. Then it runs down through Colorado Springs, where it finally joins Fountain Creek on its way to become part of the Arkansas River on the south side of Pueblo, CO. This guide begins at a small trailhead just west of the town of Monument, leads you up and over the ridge that zig-zags behind Mt Herman, and drops you down into the Monument Creek Valley about two miles east of its inception. The trail for this hike is a multi-use trail; so expect to encounter bicycles occasionally (known to bikers as the ""Stooopid Trail"" because its curves and dips often launch them into the bushes, making them feel ""dumb""). I'm only providing a guide for a 3 mile, out and back, hike. Should you have more time and/or energy, you could push on down the valley, all the way into the town of Palmer Lake (another 3 miles) - just remember, the return journey would be almost all up hill."
https://www.alltrails.com/trail/us/colorado/old-monarch-pass-loop,3.2,488,1.5–2hr,loop,"This loop is often used in both the winter and summer months. In the winter, it can be a great backcountry ski tour or snowshoe trip. It is a great option for a short hike with some great views. 

Heads up! To get to the trailhead, you'll need to cross Highway 50 and walk along the shoulder for a very short distance."
https://www.alltrails.com/trail/us/colorado/old-spanish-trail,12.6,1315,5–5.5hr,loop,"Check out this 12.6-mile loop trail near Grand Junction, Colorado. Generally considered a moderately challenging route, it takes an average of 4 h 58 min to complete. This is a popular trail for birding and hiking, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/colorado/s-o-b-draw,2.1,1866,,out & back,"To hike this trail, a permit is required. First-come, first-served for backcountry camping, with only 5-10 spots available. 

This very steep and grueling route is recommended for first-time North Rim inner canyon hikers. S.O.B. Draw is famous for its abundant poison ivy. Long pants are recommended. The route has several short ledges to climb (8-12 feet, 3 m). There are numerous scrambling and large drops, so this trek can be challenging on the knees. Campsites are located a short distance downstream.

Park vehicles in the pull-through near the campground registration board, or at the North Rim Ranger Station. The route begins at the access ladder along the fence line just east of the campground. This is on the right side of the road when traveling from the ranger station to the campground. Follow the path to the top of the drainage gully and descend on the far right of the route."
https://www.alltrails.com/trail/us/colorado/saxon-mountain,14.1,2988,7.5–8hr,out & back,"Endless switchbacks on this route climb high above Georgetown. You'll get great views of Georgetown and the I-70 corridor. Mount Blue Sky can be seen from the top. There are old log cabins scattered along the route. Don't miss historic Georgetown and the visitor center. Parking is limited at the trailhead. Alternative parking can be found at the lake across from Cabin Creek Brewery. The high point of this route is over 11,000 feet in elevation. Parts of this road cross though private land and Araphao National Forest. It is a good idea to stay on the road when crossing through private land.  The road is very narrow in spots and it is prone to rock slides, especially after periods of heavy rain. Conditions can change quickly. The road is rocky and bone-jarring. 
 For current conditions call Clear Creek Ranger District (303) 567-3000 

Per County Ordinance #13, this road is not open to OHVs (Off-Highway Vehicles). This road is county owned. County roads are not open to OHV Use."
https://www.alltrails.com/trail/us/colorado/strawberry-lane,2.6,688,1.5–2hr,out & back,"This is a really fun hike which begins pretty close to the center of Vail itself, so it's a perfect short day hike for anyone staying in the are who doesn't want to venture too far from civilization. The hike is pretty much all uphill as you make your way out to the turnaround point, so make sure you're ready for a climb!"
https://www.alltrails.com/trail/us/colorado/tincup-pass-4x4-road,12.9,2037,,point to point,"Beautiful 12,154-ft. pass road between historic, quaint mountain towns 

Overview A beautiful high-elevation route starting and ending at historic, quaint mountain towns. St. Elmo is one of the most popular ghost towns in Colorado. It has a few active businesses, including a general store and ATV rental. Tincup is a small residential community with many century-old buildings. Active businesses include the Tincup Store and Frenchie's Cafe. Located in Gunnison and San Isabel National Forest. For current conditions call Salida Ranger District (719) 539-3591. 
 
Rocky at the top with one short section of narrow shelf road at 12,000 feet that often remains snow covered into early July. After the snow clears, this trail is suitable for any high-clearance, 4-wheel-drive SUV with low-range gearing. St. Elmo can be reached by car. The optional ""Old Tincup"" route has one difficult rocky section."
https://www.alltrails.com/trail/us/colorado/wapiti-trail,6,810,2.5–3hr,out & back,"This trail offers stunning vistas of the Front Range mountains. The area was impacted by forest fires in 2020, but signs of forest regeneration are visible along the route. Due to limited shade, it's important to wear sun protection and carry an ample water supply. The trail starts at Heil Valley Ranch, where parking is available."
https://www.alltrails.com/trail/us/colorado/wolf-lake-trail,2.8,144,1–1.5hr,out & back,"This route as mapped, represents a hike from Research Parkway out along the back side of the Cordera & Wolf Ranch neighborhoods near Wolf Lake. The path does a loop around Wolf Lake, and then doubles back to return to the ""trailhead"". This loop can be started at Wolf Lake itself, and be viewed as an extended version of the Wolf Lake walking path."
https://www.alltrails.com/trail/us/connecticut/avalonia-trail,1.2,39,0.5–1hr,loop,"A nice walk through the woods which features beech groves, outcroppings, ledges, and vernal pools. If starting at the trailhead, you can also cross to Avalonia’s White Cedar Swamp trail across Jerry Brown Rd. 

The trails are well cared for and nicely blazed/signed. There are bog boards in several places that can be swampy seasonally."
https://www.alltrails.com/trail/us/connecticut/avery-farm-blue-trail,1.7,59,0.5–1hr,loop,"This route takes you around the Chriswood Trace Open Space area along the Avery Farm Blue Trail on a mostly flat, well-maintained path. It features a unique stone slab bridge that crosses Haleys Brook and a section that takes you along the shore of Ed Lamb Brook, offering lovely waterfront water views."
https://www.alltrails.com/trail/us/connecticut/bald-rock-via-todd-s-wood-trail,0.6,52,0.5–1hr,out & back,"Begin from the parking area at the end of John Todd Way. Follow the Todd Wood Trail north through the woods to reach Bald Rock. This lookout point provides visitors with views of Bogus Mountain and on a clear day, the foothills of the Taconic and Berkshire uplands.

The Town of Redding maintains this trail."
https://www.alltrails.com/trail/us/connecticut/bishops-loop,1.8,78,0.5–1hr,loop,"Discover this 1.8-mile loop trail near Woodbridge, Connecticut. Generally considered an easy route, it takes an average of 36 min to complete. This is a popular trail for birding, hiking, and walking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are March through November. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/connecticut/blue-and-yellow-blazes-to-julians-rock,2.2,734,1.5–2hr,out & back,"This hike begins with a moderate climb that's perfect for beginners looking to push themselves or seasoned hikers. It flattens out as you approach the top. You'll encounter rocky sections and some overgrown bushes, but the journey is enjoyable, culminating in beautiful views at the summit overlooking the surrounding area."
https://www.alltrails.com/trail/us/connecticut/camelback-barnum-and-redeft-trail,2.7,603,1.5–2hr,loop,"Head out on this 2.7-mile loop trail near South Kent, Connecticut. Generally considered a moderately challenging route, it takes an average of 1 h 25 min to complete. This trail is great for hiking, running, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are August through June."
https://www.alltrails.com/trail/us/connecticut/carrington-pond,0.9,72,0.5–1hr,loop,"Head out on this 0.9-mile loop trail near Beacon Falls, Connecticut. Generally considered an easy route, it takes an average of 20 min to complete. This trail is great for hiking, running, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are September through December."
https://www.alltrails.com/trail/us/connecticut/crow-hill-preserve-pink-trail,1.7,141,0.5–1hr,loop,"Trout Brook Valley State Park Reserve has various color-blazed trails. The preserve is divided into several sections and this trail offers a casual walk in the Crow Hill Preserve section. This loop is not in a hunting area and is the only trail for off-leash dogs. Fishing in the reservoir, using drones, and camping are prohibited in the preserve."
https://www.alltrails.com/trail/us/connecticut/donkey-trail-to-mine-hill,5.7,1217,3–3.5hr,out & back,"Discover this 5.7-mile out-and-back trail near Roxbury, Connecticut. Generally considered a moderately challenging route, it takes an average of 2 h 56 min to complete. This is a popular trail for hiking, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/connecticut/enders-brook-falls-loop,0.9,111,0.5–1hr,out & back,"Enders State Forest encompasses 2,098 acres of land in Granby and Barkhamstead, CT.  The main entrance to the park is located on Route 219 in Granby. Here, hikers will find peaceful woods and a waterfall. 

Hours: The park is open daily from dawn to dusk.
Founding Date: 1970
Restrictions: No alcohol, No fires, No smoking
Area: 2,098 acres"
https://www.alltrails.com/trail/us/connecticut/greenmanville-trail,0.5,42,0.5–1hr,out & back,"This short walk is a basically a tribute to the Greenman workers, who were shipbuilders. The property of Coogan farm where this trail passes was an area renowned for supporting this community with vital food that they needed.

Excerpt from the nature center, ""Starts from section of his-toric Mystic, known as Greenmanville, into Coogan Farm, along a walled pentway to the Hamm Pavilion. Situated on a hill at the heart of the farm, this marks the northern border of Greenmanville. """
https://www.alltrails.com/trail/us/connecticut/hidden-valley-farm-preserve,1.3,39,0.5–1hr,loop,"Check out this 1.3-mile loop trail near Moodus, Connecticut. Generally considered an easy route, it takes an average of 25 min to complete. This trail is great for birding, hiking, and walking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are March through April."
https://www.alltrails.com/trail/us/connecticut/hillside-to-olde-roberts-trail,2.2,55,0.5–1hr,out & back,"Hillside to Olde Roberts is part of the Hockanum River trail system. It connects to some of the other East Hartford trails. This trail has very little markings, so at times can be difficult to navigate. Just remember, this trail pretty much hugs the Hockanum and never veers too far away from the river. While considered ""unimproved,"" this section is easy to traverse. Following the trail, you will eventually see a series of man-made waterfalls to your left. The trail then turns sharp right, leaving the river. This section can be difficult to traverse."
https://www.alltrails.com/trail/us/connecticut/holcombe-hill-meadow-trail,1.2,101,0.5–1hr,loop,"This is a beautiful nature walk, perfect for all age levels. The trail is beautifully enclosed and feels like venturing into another world. 

There are lots of butterflies, dragonflies, flowers, birds, and even turkeys. Hikers can easily connect to other trails on Holcombe Hill, or cross Birch Hill Road and connect to other trails including the Holcombe Memorial Trail."
https://www.alltrails.com/trail/us/connecticut/honey-hill-nature-preserve-white-trail-and-red-trail,1.6,127,0.5–1hr,out & back,"Begin from the parking area on Wampum Hill Road near the intersection with Honey Hill Road. Follow the wooded access road north into the preserve. Briefly follow the white-blazed trail before turning onto the red-blazed trail. Make a small loop and retrace your path.

The Aspetuck Land Trust maintains this trail."
https://www.alltrails.com/trail/us/connecticut/hop-brook-dam-loop,2.7,200,1–1.5hr,loop,"This route takes you on a straightforward, kid-friendly hike around Hop Brook Lake, a 536-acre area. The park features picnic areas and miles of trails for hiking and mountain biking, fishing, swimming, and paddle sports. 

Trail maps are available at the park entrance and trailhead at the top of the dam/ranger station, or you can download the route before you go to help navigate the trails."
https://www.alltrails.com/trail/us/connecticut/jericho-preserve,0.8,108,0.5–1hr,loop,"This well blazed figure-eight loop is part of the Old Lyme Land Trust. There are no big views, but it is quiet and peaceful and you are likely to have the trail to yourself. There's lots of mountain laurel and rocky ledges, and opportunities for bird watching. There’s parking available for 1 or 2 cars."
https://www.alltrails.com/trail/us/connecticut/judges-cave,1.7,370,0.5–1hr,out & back,"You can hike the dirt trail or drive up the paved road to view Judges Cave. There are great views from the top. 
 
Accessibility: There are 6 designated accessible spaces in the paved parking lot off of Blake Street at the south end of the trail. All of them are van-accessible with striped access aisles. The trail surface is natural (dirt, rocks, roots, leaves). It is typically at least 3 feet wide. 

The most accessible portion of the trail is the paved section from 0.8-0.9 miles at the north end of the trail. The majority of the trail is estimated to be in the steep (8-12%) and very steep (over 12%) grade categories. All-terrain tires or motorized equipment may be needed for the surface type/grade. Trail goers using wheelchairs/mobility equipment or strollers may need assistance along this entire route due to the consistent sections above a 5% grade (especially if using manual equipment). 

The most accessible portion of the trail is the West Rock South Overlook to Judges Cave trail: https://www.alltrails.com/trail/us/connecticut/west-rock-south-overlook-to-judges-cave"
https://www.alltrails.com/trail/us/connecticut/laurel-lime-ridge-outer-loop,1.6,337,0.5–1hr,loop,"Little-Laurel Lime Ridge Park purchased by the town of Seymour in 1977 using federal and state grants, with additional funding from Seymour Land Trust. It consists of 209 acres of forested rolling hills, and a large ledge offering an overlook of the Housatonic River.

200 million years ago, this region was covered by an ocean that featured a coral reef surrounding a volcanic island. Lava had covered the coral, which eventually turned into the marble/limestone seen today. Between around 1790-1820, local farmers mined the marble and burned it in a kiln to produce ""quick lime"" for their soil. The remains of the quarries and kiln can still be seen within the park. A very small natural cave network also exists on the property (hardly large enough to crawl in, but one of only a few such natural caves within CT). Due to this history and unique geology, the property is designated as a historic and ecological preserve. 

Little-Laurel Lime Ridge Park is freely open to the public for passive recreation only: walking, hiking, and bicycling. No motorized vehicles, camping, fires, or hunting. Parking and Trailhead is located at the end of Tibbets Road. Dogs are welcome but must be kept on a leash.

The park's original trail system was two simple overlapping loops. This is depicted in the town's official trail guide. In recent years, several illegal trails have been constructed which overlap, cause erosion, damage the forest, disrupt wildlife, and simply confuse visitors. The town's trail committee has been working to close and remove most of them in an effort to help restore the forest. As of August 2020, the only officially marked trails are the boundary loop, which uses standard blazing in the color Blue, and the optional secondary entrance/exit at Partridge Road, which is Red.

The town has also reported an issue with ATV/OHV and dirt bike riders trespassing, marking trees, and causing other damage within the park. As a reminder, it is illegal within the state of CT to ride such vehicles on public streets and within state or municipal forests, parks, and open space designated for public use.

The trail is not well marked in some areas, downloading the map ahead of time is helpful for navigating."
https://www.alltrails.com/trail/us/connecticut/laurel-loop--2,0.9,104,0.5–1hr,loop,"Get to know this 0.9-mile loop trail near Cornwall Bridge, Connecticut. Generally considered an easy route, it takes an average of 22 min to complete. This trail is great for birding, hiking, and walking, and it's unlikely you'll encounter many other people while exploring."
https://www.alltrails.com/trail/us/connecticut/lisbon-meadows-park-trail-map,1.3,68,0.5–1hr,loop,"Check out this 1.3-mile loop trail near Jewett City, Connecticut. Generally considered an easy route, it takes an average of 27 min to complete. This is a popular trail for hiking and walking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are March through November."
https://www.alltrails.com/trail/us/connecticut/lovers-leap,1.1,203,0.5–1hr,out & back,"Trails through the park will lead the walker through centuries of land-use history. Heading northeast from the parking lot the trail utilizes the 1895 Berlin Iron Bridge, one of five remaining in Connecticut, to cross the Housatonic River. Across the bridge the Lovers Leap Trail heads southeast 1,200 feet to the rock formation that gives the park its name. From here, tradition has it, that the Pootatuck Indian Chief Waramaugs daughter, Princess Lillinonah, and her lover plunged to their deaths. The Chief himself died in 1735. 
 
The view to the south overlooks a now submerged Goodyear Island named for an early fur trader from Derby who came there to trade with the established Indian Community. Industrial era ruins still exist near the water on the northwest section of the park. Other ruins have been located on the accompanying map."
https://www.alltrails.com/trail/us/connecticut/mamacoke-hill,2.2,200,0.5–1hr,loop,"As you approach the top of Mamacoke Hill, the trail begins to climb gradually, leading to a rocky outcrop that offers spectacular views of the surrounding rural landscape. From the summit, you can enjoy expansive vistas that stretch out across the Connecticut River and the nearby Housatonic River Valley."
https://www.alltrails.com/trail/us/connecticut/margaret-egan-center-park-walk,0.3,3,0.5–1hr,loop,"Enjoy this 0.3-mile loop trail near Milford, Connecticut. Generally considered an easy route, it takes an average of 5 min to complete. This trail is great for walking, and it's unlikely you'll encounter many other people while exploring. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/connecticut/mullane-trail,1.1,170,0.5–1hr,out & back,"Try this 1.1-mile out-and-back trail near Storrs, Connecticut. Generally considered an easy route, it takes an average of 30 min to complete. This is a popular trail for hiking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are March through October."
https://www.alltrails.com/trail/us/connecticut/nassahegon-short,1.5,213,0.5–1hr,loop,"Get to know this 1.5-mile loop trail near Burlington, Connecticut. Generally considered a moderately challenging route, it takes an average of 39 min to complete. This trail is great for hiking and mountain biking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are March through January."
https://www.alltrails.com/trail/us/connecticut/nipmuck-trail-to-dunham-pond,1,72,0.5–1hr,out & back,"Get to know this 1.0-mile out-and-back trail near Storrs, Connecticut. Generally considered an easy route, it takes an average of 22 min to complete. This is a popular trail for hiking, but you can still enjoy some solitude during quieter times of day. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/connecticut/orange-and-red-trail-loop,3.6,462,1.5–2hr,loop,"One of the highlights of the loop is the Chatfield Hollow Brook, which flows through the park, creating small waterfalls and gentle rapids along the way. Several footbridges cross the stream, providing great spots to pause, take photos, or simply enjoy the soothing sound of running water.

As the loop transitions onto the Red Trail, the terrain becomes slightly more rugged, leading hikers to some of the park’s most striking rocky outcrops and ledges."
https://www.alltrails.com/trail/us/connecticut/powder-mill-power-loop,1.6,147,0.5–1hr,loop,"Head out on this 1.6-mile loop trail near Enfield, Connecticut. Generally considered a moderately challenging route, it takes an average of 36 min to complete. This trail is great for hiking, running, and walking, and it's unlikely you'll encounter many other people while exploring. The trail is open year-round and is beautiful to visit anytime."
https://www.alltrails.com/trail/us/connecticut/river-road-appalachian-trail,2.7,114,0.5–1hr,point to point,"Get to know this 2.7-mile point-to-point trail near Kent, Connecticut. Generally considered an easy route, it takes an average of 53 min to complete. This is a popular trail for birding, hiking, and walking, but you can still enjoy some solitude during quieter times of day. The best times to visit this trail are April through November. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/connecticut/tefftweald-at-birchenturn-trails,2,127,0.5–1hr,loop,"Tefftweald, a former Girl Scout camp, has a network of trails that run through forest, meadows, wetlands and along Wyassup Brook. Lots of history here as well—the old pavilion from Girl Scout camp days, old root cellars, foundations and an old water pump.

To see all the loops with the least amount of backtracking, it is best to do the East Ledge trail from the parking lot.  After that, take a left onto the lane that runs through the property.  If you go all the way down to the end and do Brook Loop, you can zigzag thru the side loops and hit everything.  Brook Loop to Pavilion Trail then Doodle Loop then Poet’s Bench Trail Loop then back to car."
https://www.alltrails.com/trail/us/connecticut/twin-brooks-park-loop,2.5,314,1–1.5hr,loop,"Twin Brooks Park Loop is a great trail to explore just outside of Trumbull. It offers some great chances to get into the woods and spot wildlife. 

As of 2021, all vehicles are required to have valid parking permit (park sticker). Anyone without a park sticker is subject to a parking violation ticket. Please visit www.trumbull-ct.gov/parkstickers for more information."
https://www.alltrails.com/trail/us/connecticut/white-trail-to-barlow-mountain,2.3,193,0.5–1hr,out & back,"Discover the beauty of Seth Low Pierrepont State Park on a hike up the White Trail to Barlow Mountain. The park was once the estate of Seth Low Pierrepont, who generously donated this land for everyone to enjoy. The trail circles the lovely Pierrepont Pond before guiding you up through a classic Connecticut forest. Listen for the calls of songbirds like the wood thrush as you walk among ferns and native wildflowers. It's a fantastic escape into nature, offering a mix of lakeside scenery and woodland charm right here in Ridgefield."
https://www.alltrails.com/trail/us/delaware/alapocas-woods-and-upper-reach-trail,1.1,108,0.5–1hr,out & back,"Explore this 1.1-mile out-and-back trail near Wilmington, Delaware. Generally considered an easy route, it takes an average of 26 min to complete. This is a very popular area for hiking and mountain biking, so you'll likely encounter other people while exploring. The best times to visit this trail are May through July. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/delaware/assawoman-wildlife-area-miller-creek-trail,1.3,6,0.5–1hr,out & back,"Starting from the parking area on Mulberry Landing Road, head northeast along the road before turning left onto a dirt path that leads to the banks of Miller Creek. Keep your eyes peeled for pileated woodpeckers and bald eagles.

Be sure to wear blaze orange during hunting seasons. 

Swimming is not permitted."
https://www.alltrails.com/trail/us/delaware/assawoman-wildlife-area-muddy-neck-trail,1.7,3,0.5–1hr,out & back,"Start from the parking area on Double Bridges Road. You'll hike on dirt roads along a dove field and through thickets of trees toward the marshlands. Keep your eyes peeled for pileated woodpeckers and bald eagles. Enjoy views of Poke Hill to the southeast.

Be sure to wear blaze orange during hunting seasons. 

Swimming is not permitted."
https://www.alltrails.com/trail/us/delaware/banning-park-perimeter-loop,2,95,0.5–1hr,loop,"This route is partially paved, partially on grass, and partially through a wooded area. The park has two ponds, a dog park, athletic fields, a playground, and tennis courts. This park along the Christina River was previously a plantation and is home to the historic Woodstock home. Its history extends back to Swedish settlers in the 1600s."
https://www.alltrails.com/trail/us/delaware/bear-swamp-pool-tower-loop-trail,0.3,3,0.5–1hr,loop,"This short and sweet wooded loop features a lookout tower and pier and has abundant wildlife (watch for snakes, snappers, herons, and egrets).

Accessibility: There are no designated accessible spaces in the small unpaved parking lot off of Bear Swamp Loop Road at the south end of the trail. There do not appear to be any designated accessible parking spots within 1 mile of the south end of the trail. 

The trail surface is a wooden boardwalk (with edge barriers), gravel, or a natural (dirt, grass, fallen leaf) surface. It is typically 3 to 5 feet wide. The entire trail is estimated to be in the flat grade category (1% or less). All-terrain tires or motorized equipment may be needed for the unpaved surfaces."
https://www.alltrails.com/trail/us/delaware/bennetts-walk-julies-jaunt-and-ryans-ramble,2.7,52,0.5–1hr,loop,"Check out this 2.7-mile loop trail near Milton, Delaware. Generally considered an easy route, it takes an average of 49 min to complete. This is a popular trail for birding, hiking, and running, but you can still enjoy some solitude during quieter times of day. The trail is open year-round and is beautiful to visit anytime. Dogs are welcome, but must be on a leash."
https://www.alltrails.com/trail/us/delaware/blackbird-creek-preserve-5k-blue-loop,3.2,114,1–1.5hr,loop,"Begin from the parking area off the east side of Blackbird Landing Road. There is an informational kiosk and restroom near the trailhead. Begin the Blue Trail by proceeding southeast to create a counterclockwise loop. Pass the boat launch along the river, and turn north. Bird-watching stations dot this route.

The Delaware Department of Natural Resources and Environmental Control maintain this trail."
